t,x,y,theta
37.3600,831,632,-0.2522
37.4000,860,639,-0.1998
37.4400,894,645,-0.1392
37.4800,932,649,-0.0721
37.5200,970,650,-0.0053
37.5600,1009,650,0.0632
37.6000,1046,646,0.1285
37.6400,1079,641,0.1871
37.6800,1108,635,0.2390
37.7200,1131,630,0.2802
37.7600,1148,625,0.3112
37.8000,1157,622,0.3278
37.8400,1159,621,0.3317
37.8800,1153,623,0.3206
37.9200,1140,627,0.2968
37.9600,1120,633,0.2603
38.0000,1093,639,0.2118
38.0400,1062,644,0.1568
38.0800,1026,649,0.0930
38.1200,988,651,0.0263
38.1600,950,650,-0.0404
38.2000,912,647,-0.1074
38.2400,878,642,-0.1677
38.2800,847,635,-0.2236
38.3200,820,629,-0.2723
38.3600,800,623,-0.3090
38.4000,786,618,-0.3351
38.4400,778,615,-0.3501
38.4800,778,615,-0.3501
38.5200,784,617,-0.3390
38.5600,797,622,-0.3145
38.6000,817,628,-0.2778
38.6400,843,635,-0.2305
38.6800,873,641,-0.1767
38.7200,908,646,-0.1145
38.7600,945,650,-0.0492
38.8000,983,650,0.0176
38.8400,1020,649,0.0826
38.8800,1056,645,0.1461
38.9200,1087,640,0.2012
38.9600,1113,634,0.2480
39.0000,1133,629,0.2841
39.0400,1148,625,0.3112
39.0800,1154,623,0.3223
39.1200,1153,623,0.3206
39.1600,1145,626,0.3057
39.2000,1130,631,0.2781
39.2400,1108,636,0.2386
39.2800,1080,641,0.1888
39.3200,1048,645,0.1322
39.3600,1012,649,0.0686
39.4000,975,650,0.0035
39.4400,938,649,-0.0615
39.4800,902,645,-0.1252
39.5200,869,640,-0.1839
39.5600,840,634,-0.2360
39.6000,816,628,-0.2795
39.6400,798,622,-0.3129
39.6800,787,618,-0.3334
39.7200,782,616,-0.3429
39.7600,783,617,-0.3407
39.8000,792,620,-0.3240
39.8400,807,625,-0.2962
39.8800,828,631,-0.2578
39.9200,855,638,-0.2088
39.9600,887,643,-0.1518
40.0000,922,648,-0.0897
40.0400,958,651,-0.0263
40.0800,995,651,0.0386
40.1200,1031,648,0.1019
40.1600,1064,644,0.1602
40.2000,1094,639,0.2135
40.2400,1118,634,0.2564
40.2800,1135,629,0.2874
40.3200,1146,625,0.3079
40.3600,1150,624,0.3151
40.4000,1147,625,0.3096
40.4400,1136,628,0.2896
40.4800,1119,633,0.2586
40.5200,1096,639,0.2170
40.5600,1067,644,0.1654
40.6000,1034,648,0.1072
40.6400,998,650,0.0439
40.6800,962,650,-0.0193
40.7200,925,648,-0.0845
40.7600,891,644,-0.1446
40.8000,860,638,-0.2002
40.8400,833,632,-0.2488
40.8800,812,627,-0.2867
40.9200,797,621,-0.3151
40.9600,788,618,-0.3318
41.0000,785,618,-0.3368
41.0400,789,619,-0.3295
41.0800,800,623,-0.3090
41.1200,817,628,-0.2778
41.1600,840,635,-0.2356
41.2000,869,640,-0.1839
41.2400,901,645,-0.1270
41.2800,935,649,-0.0668
41.3200,972,650,-0.0018
41.3600,1008,650,0.0614
41.4000,1042,647,0.1213
41.4400,1073,643,0.1761
41.4800,1100,638,0.2242
41.5200,1121,633,0.2620
41.5600,1136,629,0.2891
41.6000,1144,626,0.3040
41.6400,1146,626,0.3074
41.6800,1140,627,0.2968
41.7200,1127,631,0.2730
41.7600,1108,636,0.2386
41.8000,1083,641,0.1940
41.8400,1053,647,0.1404
41.8800,1019,650,0.0807
41.9200,984,650,0.0193
41.9600,948,650,-0.0439
42.0000,913,647,-0.1056
42.0400,881,642,-0.1625
42.0800,852,637,-0.2143
42.1200,828,631,-0.2578
42.1600,809,626,-0.2923
42.2000,796,621,-0.3167
42.2400,789,619,-0.3295
42.2800,790,619,-0.3279
42.3200,796,622,-0.3162
42.3600,809,626,-0.2923
42.4000,828,631,-0.2578
42.4400,853,637,-0.2126
42.4800,882,642,-0.1608
42.5200,915,647,-0.1021
42.5600,950,650,-0.0404
42.6000,985,650,0.0211
42.6400,1020,649,0.0826
42.6800,1052,645,0.1392
42.7200,1081,641,0.1905
42.7600,1106,636,0.2352
42.8000,1124,632,0.2675
42.8400,1136,628,0.2896
42.8800,1142,627,0.3002
42.9200,1140,627,0.2968
42.9600,1132,629,0.2824
43.0000,1117,634,0.2547
43.0400,1096,639,0.2170
43.0800,1070,644,0.1706
43.1200,1039,647,0.1161
43.1600,1005,650,0.0562
43.2000,970,651,-0.0053
43.2400,936,649,-0.0650
43.2800,902,645,-0.1252
43.3200,871,642,-0.1799
43.3600,845,635,-0.2271
43.4000,823,630,-0.2667
43.4400,807,625,-0.2962
43.4800,797,621,-0.3151
43.5200,793,620,-0.3223
43.5600,795,621,-0.3184
43.6000,804,624,-0.3017
43.6400,819,629,-0.2740
43.6800,840,635,-0.2356
43.7200,866,641,-0.1888
43.7600,896,645,-0.1357
43.8000,929,649,-0.0773
43.8400,963,650,-0.0176
43.8800,998,650,0.0439
43.9200,1031,648,0.1019
43.9600,1062,645,0.1565
44.0000,1088,640,0.2029
44.0400,1110,635,0.2424
44.0800,1126,631,0.2713
44.1200,1136,629,0.2891
44.1600,1138,628,0.2930
44.2000,1134,629,0.2858
44.2400,1123,632,0.2658
44.2800,1106,636,0.2352
44.3200,1083,641,0.1940
44.3600,1056,646,0.1459
44.4000,1024,649,0.0895
44.4400,991,651,0.0316
44.4800,956,651,-0.0298
44.5200,923,648,-0.0880
44.5600,890,645,-0.1461
44.6000,862,640,-0.1960
44.6400,838,634,-0.2394
44.6800,818,629,-0.2756
44.7200,805,624,-0.3001
44.7600,797,622,-0.3145
44.8000,796,622,-0.3162
44.8400,801,624,-0.3068
44.8800,812,627,-0.2867
44.9200,829,632,-0.2556
44.9600,852,638,-0.2139
45.0000,879,644,-0.1654
45.0400,910,647,-0.1109
45.0800,943,650,-0.0527
45.1200,977,651,0.0070
45.1600,1011,650,0.0667
45.2000,1043,648,0.1228
45.2400,1071,644,0.1723
45.2800,1095,639,0.2153
45.3200,1114,635,0.2492
45.3600,1127,631,0.2730
45.4000,1134,630,0.2853
45.4400,1133,629,0.2841
45.4800,1127,631,0.2730
45.5200,1113,635,0.2475
45.5600,1094,640,0.2132
45.6000,1070,644,0.1706
45.6400,1041,648,0.1194
45.6800,1009,651,0.0631
45.7200,976,652,0.0053
45.7600,942,651,-0.0543
45.8000,910,648,-0.1107
45.8400,879,644,-0.1654
45.8800,853,638,-0.2122
45.9200,831,633,-0.2518
45.9600,815,628,-0.2812
46.0000,804,625,-0.3012
46.0400,799,623,-0.3106
46.0800,800,624,-0.3084
46.1200,808,626,-0.2940
46.1600,821,630,-0.2701
46.2000,840,636,-0.2352
46.2400,864,641,-0.1922
46.2800,892,647,-0.1421
46.3200,923,651,-0.0875
46.3600,956,653,-0.0297
46.4000,990,652,0.0298
46.4400,1022,651,0.0858
46.4800,1052,647,0.1387
46.5200,1079,643,0.1864
46.5600,1100,639,0.2238
46.6000,1117,634,0.2547
46.6400,1127,632,0.2725
46.6800,1131,631,0.2797
46.7200,1128,632,0.2742
46.7600,1119,634,0.2581
46.8000,1103,638,0.2293
46.8400,1082,643,0.1916
46.8800,1056,647,0.1456
46.9200,1027,651,0.0945
46.9600,995,653,0.0384
47.0000,961,653,-0.0210
47.0400,929,652,-0.0769
47.0800,897,648,-0.1332
47.1200,869,643,-0.1830
47.1600,845,638,-0.2259
47.2000,826,633,-0.2603
47.2400,812,629,-0.2858
47.2800,804,626,-0.3007
47.3200,801,625,-0.3062
47.3600,805,626,-0.2990
47.4000,815,629,-0.2807
47.4400,831,634,-0.2514
47.4800,851,640,-0.2149
47.5200,877,645,-0.1686
47.5600,906,649,-0.1174
47.6000,938,653,-0.0611
47.6400,971,654,-0.0035
47.6800,1003,653,0.0524
47.7200,1034,651,0.1066
47.7600,1063,647,0.1577
47.8000,1086,643,0.1984
47.8400,1106,638,0.2344
47.8800,1119,635,0.2577
47.9200,1127,633,0.2721
47.9600,1128,633,0.2737
48.0000,1122,634,0.2632
48.0400,1110,637,0.2416
48.0800,1093,641,0.2111
48.1200,1070,646,0.1700
48.1600,1043,650,0.1224
48.2000,1012,653,0.0681
48.2400,980,654,0.0122
48.2800,948,653,-0.0437
48.3200,916,650,-0.0998
48.3600,887,647,-0.1508
48.4000,861,641,-0.1974
48.4400,839,636,-0.2369
48.4800,822,631,-0.2679
48.5200,810,628,-0.2896
48.5600,805,626,-0.2990
48.6000,805,626,-0.2990
48.6400,811,628,-0.2879
48.6800,823,632,-0.2658
48.7200,841,637,-0.2331
48.7600,864,643,-0.1916
48.8000,890,647,-0.1456
48.8400,920,651,-0.0927
48.8800,952,653,-0.0367
48.9200,984,654,0.0192
48.9600,1016,653,0.0750
49.0000,1046,649,0.1278
49.0400,1072,646,0.1735
49.0800,1093,641,0.2111
49.1200,1110,637,0.2416
49.1600,1121,634,0.2615
49.2000,1125,633,0.2687
49.2400,1124,634,0.2666
49.2800,1116,636,0.2522
49.3200,1101,639,0.2255
49.3600,1082,643,0.1916
49.4000,1058,648,0.1488
49.4400,1029,651,0.0979
49.4800,999,653,0.0454
49.5200,967,654,-0.0105
49.5600,935,652,-0.0665
49.6000,905,649,-0.1192
49.6400,877,644,-0.1689
49.6800,853,640,-0.2115
49.7200,833,634,-0.2480
49.7600,819,630,-0.2735
49.8000,810,628,-0.2896
49.8400,807,627,-0.2951
49.8800,810,628,-0.2896
49.9200,818,630,-0.2752
49.9600,833,635,-0.2475
50.0000,852,640,-0.2132
50.0400,876,645,-0.1703
50.0800,904,649,-0.1209
50.1200,934,652,-0.0682
50.1600,966,653,-0.0122
50.2000,997,653,0.0419
50.2400,1028,651,0.0962
50.2800,1056,647,0.1456
50.3200,1080,643,0.1881
50.3600,1099,639,0.2221
50.4000,1113,636,0.2471
50.4400,1121,634,0.2615
50.4800,1123,634,0.2649
50.5200,1119,635,0.2577
50.5600,1108,637,0.2382
50.6000,1092,641,0.2094
50.6400,1071,645,0.1720
50.6800,1045,649,0.1261
50.7200,1016,651,0.0753
50.7600,985,653,0.0210
50.8000,953,652,-0.0350
50.8400,923,650,-0.0876
50.8800,894,646,-0.1389
50.9200,868,642,-0.1850
50.9600,846,637,-0.2246
51.0000,829,632,-0.2556
51.0400,817,629,-0.2773
51.0800,811,627,-0.2884
51.1200,810,627,-0.2901
51.1600,815,628,-0.2812
51.2000,826,632,-0.2607
51.2400,843,636,-0.2301
51.2800,864,642,-0.1919
51.3200,889,646,-0.1476
51.3600,917,649,-0.0983
51.4000,948,651,-0.0438
51.4400,979,652,0.0105
51.4800,1010,651,0.0648
51.5200,1039,648,0.1159
51.5600,1065,645,0.1617
51.6000,1087,641,0.2008
51.6400,1103,637,0.2297
51.6800,1114,634,0.2497
51.7200,1120,633,0.2603
51.7600,1119,633,0.2586
51.8000,1112,635,0.2458
51.8400,1099,638,0.2225
51.8800,1081,642,0.1902
51.9200,1058,646,0.1493
51.9600,1032,649,0.1035
52.0000,1002,651,0.0508
52.0400,971,652,-0.0035
52.0800,941,651,-0.0561
52.1200,911,648,-0.1089
52.1600,884,644,-0.1568
52.2000,860,640,-0.1995
52.2400,840,635,-0.2356
52.2800,826,631,-0.2612
52.3200,816,629,-0.2790
52.3600,812,628,-0.2862
52.4000,814,628,-0.2829
52.4400,822,631,-0.2679
52.4800,835,634,-0.2446
52.5200,853,639,-0.2118
52.5600,876,644,-0.1706
52.6000,902,648,-0.1246
52.6400,931,650,-0.0737
52.6800,961,652,-0.0210
52.7200,992,652,0.0333
52.7600,1021,650,0.0842
52.8000,1049,647,0.1335
52.8400,1072,643,0.1744
52.8800,1091,640,0.2080
52.9200,1106,637,0.2348
52.9600,1114,635,0.2492
53.0000,1117,634,0.2547
53.0400,1114,635,0.2492
53.0800,1104,637,0.2314
53.1200,1089,641,0.2043
53.1600,1069,644,0.1689
53.2000,1045,648,0.1263
53.2400,1018,650,0.0789
53.2800,988,651,0.0263
53.3200,958,651,-0.0263
53.3600,928,649,-0.0791
53.4000,900,646,-0.1285
53.4400,874,642,-0.1747
53.4800,853,638,-0.2122
53.5200,835,633,-0.2450
53.5600,823,630,-0.2667
53.6000,816,628,-0.2795
53.6400,815,628,-0.2812
53.6800,819,629,-0.2740
53.7200,829,632,-0.2556
53.7600,844,636,-0.2284
53.8000,864,640,-0.1926
53.8400,888,645,-0.1496
53.8800,915,648,-0.1019
53.9200,944,651,-0.0508
53.9600,974,652,0.0018
54.0000,1004,651,0.0543
54.0400,1032,649,0.1035
54.0800,1057,646,0.1476
54.1200,1079,642,0.1867
54.1600,1096,639,0.2170
54.2000,1107,636,0.2369
54.2400,1113,635,0.2475
54.2800,1113,635,0.2475
54.3200,1107,636,0.2369
54.3600,1096,639,0.2170
54.4000,1078,642,0.1850
54.4400,1057,646,0.1476
54.4800,1031,649,0.1018
54.5200,1003,651,0.0526
54.5600,974,651,0.0018
54.6000,945,651,-0.0491
54.6400,916,648,-0.1002
54.6800,889,645,-0.1478
54.7200,866,641,-0.1888
54.7600,847,636,-0.2232
54.8000,832,633,-0.2501
54.8400,822,630,-0.2684
54.8800,818,629,-0.2756
54.9200,819,629,-0.2740
54.9600,826,631,-0.2612
55.0000,838,635,-0.2390
55.0400,855,639,-0.2084
55.0800,876,644,-0.1706
55.1200,901,648,-0.1263
55.1600,928,651,-0.0788
55.2000,958,652,-0.0263
55.2400,987,652,0.0245
55.2800,1016,651,0.0753
55.3200,1042,648,0.1211
55.3600,1065,645,0.1617
55.4000,1085,641,0.1974
55.4400,1099,638,0.2225
55.4800,1108,636,0.2386
55.5200,1111,635,0.2441
55.5600,1108,636,0.2386
55.6000,1099,638,0.2225
55.6400,1085,640,0.1977
55.6800,1067,644,0.1654
55.7200,1044,648,0.1246
55.7600,1018,650,0.0789
55.8000,990,652,0.0298
55.8400,961,652,-0.0210
55.8800,932,650,-0.0719
55.9200,905,647,-0.1196
55.9600,880,643,-0.1640
56.0000,859,639,-0.2015
56.0400,842,635,-0.2322
56.0800,829,632,-0.2556
56.1200,822,630,-0.2684
56.1600,820,630,-0.2718
56.2000,824,631,-0.2646
56.2400,833,634,-0.2480
56.2800,847,637,-0.2229
56.3200,865,642,-0.1902
56.3600,888,646,-0.1493
56.4000,914,649,-0.1035
56.4400,942,651,-0.0543
56.4800,971,652,-0.0035
56.5200,999,651,0.0456
56.5600,1027,650,0.0946
56.6000,1051,647,0.1369
56.6400,1072,643,0.1744
56.6800,1089,640,0.2046
56.7200,1101,637,0.2263
56.7600,1107,637,0.2365
56.8000,1107,636,0.2369
56.8400,1102,637,0.2280
56.8800,1092,640,0.2097
56.9200,1076,642,0.1816
56.9600,1055,646,0.1441
57.0000,1031,649,0.1018
57.0400,1005,651,0.0561
57.0800,976,652,0.0053
57.1200,948,651,-0.0438
57.1600,920,649,-0.0930
57.2000,894,646,-0.1389
57.2400,871,642,-0.1799
57.2800,852,638,-0.2139
57.3200,838,634,-0.2394
57.3600,828,632,-0.2573
57.4000,823,631,-0.2663
57.4400,824,631,-0.2646
57.4800,830,633,-0.2535
57.5200,841,636,-0.2335
57.5600,857,639,-0.2050
57.6000,877,643,-0.1692
57.6400,900,647,-0.1283
57.6800,927,650,-0.0807
57.7200,955,652,-0.0315
57.7600,984,652,0.0193
57.8000,1011,651,0.0666
57.8400,1037,648,0.1124
57.8800,1060,645,0.1530
57.9200,1079,642,0.1867
57.9600,1093,639,0.2118
58.0000,1102,637,0.2280
58.0400,1106,637,0.2348
58.0800,1103,637,0.2297
58.1200,1096,639,0.2170
58.1600,1083,641,0.1940
58.2000,1065,644,0.1620
58.2400,1044,647,0.1248
58.2800,1018,650,0.0789
58.3200,992,651,0.0333
58.3600,964,651,-0.0158
58.4000,936,650,-0.0649
58.4400,909,648,-0.1124
58.4800,885,644,-0.1551
58.5200,864,640,-0.1926
58.5600,847,636,-0.2232
58.6000,835,633,-0.2450
58.6400,827,632,-0.2590
58.6800,825,631,-0.2629
58.7200,828,632,-0.2573
58.7600,836,634,-0.2429
58.8000,850,638,-0.2173
58.8400,867,642,-0.1867
58.8800,889,646,-0.1476
58.9200,914,649,-0.1035
58.9600,940,651,-0.0578
59.0000,968,652,-0.0088
59.0400,996,652,0.0403
59.0800,1022,650,0.0859
59.1200,1047,647,0.1300
59.1600,1067,644,0.1654
59.2000,1084,641,0.1957
59.2400,1095,639,0.2153
59.2800,1102,638,0.2276
59.3200,1103,637,0.2297
59.3600,1098,639,0.2204
59.4000,1088,641,0.2025
59.4400,1073,643,0.1761
59.4800,1054,646,0.1424
59.5200,1032,649,0.1035
59.5600,1006,651,0.0578
59.6000,979,652,0.0105
59.6400,951,651,-0.0386
59.6800,924,649,-0.0861
59.7200,899,647,-0.1300
59.7600,876,643,-0.1709
59.8000,858,640,-0.2029
59.8400,843,636,-0.2301
59.8800,833,634,-0.2480
59.9200,828,633,-0.2569
59.9600,828,633,-0.2569
60.0000,834,635,-0.2458
60.0400,844,637,-0.2280
60.0800,859,641,-0.2008
60.1200,878,644,-0.1672
60.1600,901,648,-0.1263
60.2000,927,650,-0.0807
60.2400,954,652,-0.0333
60.2800,981,652,0.0140
60.3200,1008,651,0.0613
60.3600,1033,649,0.1052
60.4000,1056,646,0.1459
60.4400,1074,643,0.1778
60.4800,1088,640,0.2029
60.5200,1097,638,0.2190
60.5600,1101,638,0.2259
60.6000,1099,638,0.2225
60.6400,1092,639,0.2101
60.6800,1080,642,0.1885
60.7200,1064,645,0.1600
60.7600,1043,648,0.1228
60.8000,1019,650,0.0807
60.8400,993,652,0.0350
60.8800,966,652,-0.0123
60.9200,939,651,-0.0596
60.9600,914,648,-0.1037
61.0000,890,646,-0.1459
61.0400,869,642,-0.1833
61.0800,852,639,-0.2135
61.1200,840,635,-0.2356
61.1600,833,634,-0.2480
61.2000,830,633,-0.2535
61.2400,833,634,-0.2480
61.2800,840,636,-0.2352
61.3200,852,639,-0.2135
61.3600,869,643,-0.1830
61.4000,890,647,-0.1456
61.4400,914,650,-0.1033
61.4800,940,652,-0.0577
61.5200,967,653,-0.0105
61.5600,994,653,0.0367
61.6000,1019,651,0.0805
61.6400,1043,649,0.1226
61.6800,1063,646,0.1580
61.7200,1079,643,0.1864
61.7600,1091,641,0.2077
61.8000,1097,639,0.2187
61.8400,1099,639,0.2221
61.8800,1095,640,0.2149
61.9200,1085,642,0.1971
61.9600,1071,645,0.1720
62.0000,1053,648,0.1402
62.0400,1031,650,0.1016
62.0800,1006,652,0.0577
62.1200,980,653,0.0122
62.1600,953,652,-0.0350
62.2000,927,651,-0.0805
62.2400,903,648,-0.1228
62.2800,881,645,-0.1617
62.3200,862,641,-0.1957
62.3600,848,638,-0.2208
62.4000,838,635,-0.2390
62.4400,833,635,-0.2475
62.4800,833,635,-0.2475
62.5200,837,636,-0.2403
62.5600,847,639,-0.2221
62.6000,862,642,-0.1953
62.6400,880,646,-0.1631
62.6800,902,649,-0.1244
62.7200,926,651,-0.0823
62.7600,953,653,-0.0350
62.8000,980,654,0.0122
62.8400,1006,653,0.0576
62.8800,1030,651,0.0997
62.9200,1052,648,0.1384
62.9600,1070,645,0.1703
63.0000,1084,643,0.1950
63.0400,1093,641,0.2111
63.0800,1097,640,0.2183
63.1200,1095,640,0.2149
63.1600,1089,642,0.2039
63.2000,1077,644,0.1827
63.2400,1061,647,0.1542
63.2800,1041,649,0.1192
63.3200,1018,652,0.0786
63.3600,993,653,0.0350
63.4000,967,653,-0.0105
63.4400,941,652,-0.0560
63.4800,915,650,-0.1016
63.5200,892,647,-0.1421
63.5600,872,644,-0.1775
63.6000,856,640,-0.2063
63.6400,843,638,-0.2293
63.6800,836,636,-0.2420
63.7200,833,635,-0.2475
63.7600,835,636,-0.2437
63.8000,843,638,-0.2293
63.8400,854,641,-0.2094
63.8800,871,644,-0.1792
63.9200,891,648,-0.1436
63.9600,914,651,-0.1031
64.0000,939,653,-0.0594
64.0400,965,654,-0.0140
64.0800,991,654,0.0314
64.1200,1016,652,0.0752
64.1600,1039,650,0.1155
64.2000,1059,647,0.1508
64.2400,1075,645,0.1789
64.2800,1087,642,0.2005
64.3200,1093,641,0.2111
64.3600,1094,641,0.2128
64.4000,1091,642,0.2073
64.4400,1082,643,0.1916
64.4800,1068,646,0.1666
64.5200,1050,648,0.1350
64.5600,1029,651,0.0979
64.6000,1005,653,0.0559
64.6400,980,654,0.0122
64.6800,953,653,-0.0350
64.7200,928,651,-0.0788
64.7600,904,649,-0.1209
64.8000,882,646,-0.1597
64.8400,864,643,-0.1916
64.8800,850,639,-0.2170
64.9200,840,637,-0.2348
64.9600,835,636,-0.2437
65.0000,835,636,-0.2437
65.0400,840,637,-0.2348
65.0800,849,640,-0.2183
65.1200,863,643,-0.1933
65.1600,881,646,-0.1614
65.2000,902,649,-0.1244
65.2400,926,652,-0.0821
65.2800,952,654,-0.0366
65.3200,978,654,0.0087
65.3600,1003,653,0.0524
65.4000,1027,651,0.0945
65.4400,1048,649,0.1313
65.4800,1066,646,0.1631
65.5200,1079,644,0.1861
65.5600,1088,642,0.2022
65.6000,1092,641,0.2094
65.6400,1091,642,0.2073
65.6800,1085,643,0.1967
65.7200,1074,645,0.1772
65.7600,1058,647,0.1491
65.8000,1039,650,0.1155
65.8400,1017,652,0.0769
65.8800,992,653,0.0332
65.9200,967,653,-0.0105
65.9600,941,652,-0.0560
66.0000,917,650,-0.0981
66.0400,894,648,-0.1384
66.0800,874,644,-0.1741
66.1200,858,641,-0.2025
66.1600,846,638,-0.2242
66.2000,839,637,-0.2365
66.2400,836,636,-0.2420
66.2800,838,637,-0.2382
66.3200,845,639,-0.2255
66.3600,857,641,-0.2043
66.4000,872,645,-0.1772
66.4400,892,648,-0.1419
66.4800,915,651,-0.1014
66.5200,939,652,-0.0595
66.5600,964,653,-0.0157
66.6000,990,653,0.0297
66.6400,1014,652,0.0717
66.6800,1037,649,0.1122
66.7200,1056,647,0.1456
66.7600,1071,644,0.1723
66.8000,1083,642,0.1936
66.8400,1089,641,0.2043
66.8800,1090,641,0.2060
66.9200,1087,641,0.2008
66.9600,1078,643,0.1847
67.0000,1065,645,0.1617
67.0400,1048,648,0.1315
67.0800,1028,650,0.0964
67.1200,1004,652,0.0542
67.1600,980,652,0.0123
67.2000,955,652,-0.0315
67.2400,930,650,-0.0754
67.2800,906,648,-0.1176
67.3200,885,645,-0.1548
67.3600,868,642,-0.1850
67.4000,854,639,-0.2101
67.4400,844,637,-0.2280
67.4800,839,636,-0.2369
67.5200,838,636,-0.2386
67.5600,843,637,-0.2297
67.6000,852,639,-0.2135
67.6400,866,642,-0.1885
67.6800,883,645,-0.1582
67.7200,904,648,-0.1211
67.7600,927,650,-0.0807
67.8000,951,652,-0.0385
67.8400,977,652,0.0070
67.8800,1001,652,0.0490
67.9200,1024,650,0.0894
67.9600,1045,648,0.1263
68.0000,1063,645,0.1582
68.0400,1076,643,0.1813
68.0800,1085,641,0.1974
68.1200,1089,641,0.2043
68.1600,1088,641,0.2025
68.2000,1082,642,0.1919
68.2400,1071,644,0.1723
68.2800,1056,646,0.1459
68.3200,1038,649,0.1139
68.3600,1016,651,0.0753
68.4000,992,652,0.0333
68.4400,968,652,-0.0088
68.4800,943,651,-0.0526
68.5200,919,649,-0.0948
68.5600,897,647,-0.1335
68.6000,878,644,-0.1672
68.6400,862,641,-0.1957
68.6800,850,639,-0.2170
68.7200,843,637,-0.2297
68.7600,840,636,-0.2352
68.8000,842,637,-0.2314
68.8400,849,639,-0.2187
68.8800,860,641,-0.1991
68.9200,875,644,-0.1723
68.9600,894,647,-0.1387
69.0000,916,650,-0.0998
69.0400,940,651,-0.0578
69.0800,964,652,-0.0158
69.1200,989,652,0.0280
69.1600,1013,651,0.0701
69.2000,1034,649,0.1070
69.2400,1053,646,0.1407
69.2800,1068,644,0.1672
69.3200,1079,642,0.1867
69.3600,1086,641,0.1991
69.4000,1087,641,0.2008
69.4400,1084,641,0.1957
69.4800,1075,643,0.1795
69.5200,1062,645,0.1565
69.5600,1046,647,0.1283
69.6000,1026,650,0.0929
69.6400,1004,651,0.0543
69.6800,980,652,0.0123
69.7200,956,651,-0.0298
69.7600,932,650,-0.0719
69.8000,909,648,-0.1124
69.8400,889,645,-0.1478
69.8800,871,642,-0.1799
69.9200,858,640,-0.2029
69.9600,848,638,-0.2208
70.0000,843,637,-0.2297
70.0400,843,637,-0.2297
70.0800,847,638,-0.2225
70.1200,856,640,-0.2063
70.1600,869,643,-0.1830
70.2000,886,646,-0.1528
70.2400,906,648,-0.1176
70.2800,928,650,-0.0789
70.3200,953,652,-0.0350
70.3600,977,652,0.0070
70.4000,1001,651,0.0491
70.4400,1023,650,0.0876
70.4800,1043,647,0.1231
70.5200,1059,645,0.1513
70.5600,1072,643,0.1744
70.6000,1081,642,0.1902
70.6400,1085,641,0.1974
70.6800,1084,641,0.1957
70.7200,1078,642,0.1850
70.7600,1068,644,0.1672
70.8000,1053,647,0.1404
70.8400,1035,648,0.1089
70.8800,1014,650,0.0719
70.9200,992,651,0.0333
70.9600,968,651,-0.0088
71.0000,944,650,-0.0509
71.0400,921,649,-0.0913
71.0800,900,646,-0.1285
71.1200,881,644,-0.1620
71.1600,866,642,-0.1885
71.2000,854,639,-0.2101
71.2400,847,638,-0.2225
71.2800,845,637,-0.2263
71.3200,847,638,-0.2225
71.3600,853,639,-0.2118
71.4000,864,641,-0.1922
71.4400,879,644,-0.1654
71.4800,897,647,-0.1335
71.5200,918,649,-0.0965
71.5600,941,651,-0.0561
71.6000,965,652,-0.0140
71.6400,989,652,0.0280
71.6800,1011,651,0.0666
71.7200,1032,649,0.1035
71.7600,1050,647,0.1352
71.8000,1065,645,0.1617
71.8400,1075,643,0.1795
71.8800,1081,642,0.1902
71.9200,1083,641,0.1940
71.9600,1079,642,0.1867
72.0000,1071,643,0.1726
72.0400,1059,645,0.1513
72.0800,1043,647,0.1231
72.1200,1024,649,0.0895
72.1600,1002,651,0.0508
72.2000,979,651,0.0105
72.2400,955,651,-0.0316
72.2800,932,650,-0.0719
72.3200,910,648,-0.1107
72.3600,891,645,-0.1444
72.4000,874,643,-0.1744
72.4400,861,640,-0.1977
72.4800,852,638,-0.2139
72.5200,847,638,-0.2225
72.5600,847,637,-0.2229
72.6000,851,639,-0.2153
72.6400,860,641,-0.1991
72.6800,873,643,-0.1761
72.7200,889,646,-0.1476
72.7600,909,648,-0.1124
72.8000,930,650,-0.0754
72.8400,954,652,-0.0333
72.8800,977,652,0.0070
72.9200,1000,651,0.0473
72.9600,1022,650,0.0859
73.0000,1041,648,0.1194
73.0400,1057,646,0.1476
73.0800,1069,643,0.1692
73.1200,1077,642,0.1833
73.1600,1081,642,0.1902
73.2000,1080,642,0.1885
73.2400,1074,643,0.1778
73.2800,1064,645,0.1600
73.3200,1050,647,0.1352
73.3600,1032,649,0.1035
73.4000,1012,650,0.0684
73.4400,990,651,0.0298
73.4800,967,651,-0.0105
73.5200,944,651,-0.0508
73.5600,922,649,-0.0895
73.6000,901,647,-0.1265
73.6400,883,645,-0.1582
73.6800,869,642,-0.1833
73.7200,858,640,-0.2029
73.7600,851,638,-0.2156
73.8000,848,638,-0.2208
73.8400,851,639,-0.2153
73.8800,857,640,-0.2046
73.9200,868,642,-0.1850
73.9600,882,645,-0.1600
74.0000,900,647,-0.1283
74.0400,921,650,-0.0911
74.0800,943,651,-0.0526
74.1200,966,652,-0.0123
74.1600,989,651,0.0281
74.2000,1010,650,0.0649
74.2400,1031,649,0.1018
74.2800,1048,647,0.1317
74.3200,1062,645,0.1565
74.3600,1072,643,0.1744
74.4000,1077,643,0.1830
74.4400,1078,642,0.1850
74.4800,1075,643,0.1795
74.5200,1067,644,0.1654
74.5600,1055,646,0.1441
74.6000,1040,648,0.1176
74.6400,1021,650,0.0842
74.6800,1000,651,0.0473
74.7200,978,652,0.0088
